"horz","vert","vert_horz_ratio"
16410,11956,0.728580134064595
13652,7436,0.544682097861119
10124,7116,0.702884235480047
14492,12386,0.854678443279051
11142,11312,1.01525758391671
14220,19702,1.38551336146273
18342,17498,0.95398538872533
13308,17812,1.33844304177938
14250,17410,1.22175438596491
17226,22068,1.28108672936259
16240,10974,0.675738916256158
9692,16762,1.7294676021461
14174,15386,1.08550867786087
11956,14740,1.23285379725661
12956,17386,1.34192652053103
11568,18204,1.57365145228216
11016,13278,1.20533769063181
17998,9424,0.523613734859429
11038,17664,1.60028990759195
13002,10774,0.828641747423473
17590,11138,0.633200682205799
12108,18322,1.51321440370003
11830,10792,0.912256973795435
10116,6334,0.626136812969553
11456,12204,1.06529329608939
9776,2594,0.265343698854337
10200,6632,0.650196078431373
11644,15604,1.34008931638612
12442,12100,0.972512457804212
9510,17718,1.86309148264984
10150,16144,1.59054187192118
13620,12094,0.887958883994126
12000,15572,1.29766666666667
10096,4302,0.426109350237718
18556,12934,0.697025220952792
14774,17876,1.20996344930283
12134,20474,1.68732487225977
10412,10936,1.05032654629274
15400,12690,0.824025974025974
13794,17258,1.251123676961
10934,9754,0.892079751234681
9958,2438,0.244828278770838
17868,12554,0.702596821132751
15594,9774,0.626779530588688
9550,14598,1.52858638743455
17314,18522,1.06977012821994
11918,13900,1.16630307098506
16262,16112,0.990776042307219
13042,15088,1.15687777948167
13404,13250,0.988510892270964
11728,20782,1.77199863574352
13642,10202,0.747837560475004
17432,12718,0.729577787976136
10968,13332,1.21553610503282
15098,12794,0.84739700622599
10000,2938,0.2938
11628,19288,1.65875472996216
13318,15634,1.17389998498273
10460,17728,1.69483747609943
17362,16596,0.955880658910264
8280,12542,1.51473429951691
17740,11926,0.672266065388952
13892,11968,0.861503023322776
12430,12930,1.0402252614642
10776,7536,0.699331848552339
13616,12418,0.912015276145711
16490,8404,0.509642207398423
15656,15298,0.97713336739908
12402,13474,1.08643767134333
12574,12976,1.03197073325911
10598,8050,0.759577278731836
14664,19706,1.34383524277141
13286,18584,1.3987656179437
17730,16806,0.947884940778342
12064,11192,0.927718832891247
15720,14950,0.951017811704835
15478,15684,1.01330921307662
16632,15254,0.917147667147667
8200,13614,1.66024390243902
10834,15418,1.42311242385084
14566,12158,0.834683509542771
9730,7474,0.76813977389517
11706,12606,1.07688364941056
12736,19288,1.5144472361809
12492,12942,1.03602305475504
12086,8484,0.701969220585802
10488,14170,1.35106788710908
16448,17332,1.05374513618677
15542,9700,0.624115300476129
10014,8914,0.890153784701418
12382,15908,1.28476821192053
9952,10428,1.04782958199357
16556,12284,0.741966658613192
14582,17394,1.19284048827321
11898,7666,0.644309968061859
17314,14732,0.850872126602749
14248,7426,0.521195957327344
16064,14326,0.891807768924303
11616,14052,1.20971074380165
15654,17110,1.09301137089562
15474,13656,0.882512601783637
11346,11984,1.05623127093249
11022,8290,0.752132099437489
14220,11330,0.79676511954993
9980,7382,0.739679358717435
11034,14162,1.28348740257386
17844,13658,0.765411342748263
10200,3060,0.3
10124,3082,0.304425128407744
13218,13346,1.00968376456347
11668,16316,1.39835447377443
16430,13674,0.832258064516129
13474,12414,0.921329968828856
18614,18360,0.98635435693564
14484,13722,0.947390223695112
12664,18972,1.49810486418193
9844,2350,0.238724095895977
12162,8468,0.696267061338596
13948,9086,0.651419558359621
9764,14524,1.48750512085211
11544,14608,1.26541926541927
10556,10522,0.99677908298598
12144,10422,0.858201581027668
15154,9920,0.654612643526462
12846,11248,0.875603300638331
12264,22904,1.8675799086758
15398,18842,1.22366541109235
11470,13602,1.18587619877942
14474,17384,1.20105015890562
10888,14078,1.29298310066128
12990,17890,1.37721324095458
12242,20526,1.67668681587976
15866,11468,0.722803479137779
14702,17486,1.18936199156577
14956,12396,0.82883123829901
10158,4028,0.396534750935223
17246,18848,1.09289110518381
12670,15456,1.21988950276243
12746,14846,1.16475757100267
12916,11430,0.884948900588417
15418,17218,1.11674665974835
13812,12354,0.894439617723718
13376,13198,0.986692583732057
13786,10112,0.733497751341941
10092,2918,0.28913991280222
12240,16842,1.37598039215686
15740,11800,0.749682337992376
14104,8898,0.630884855360181
17784,14816,0.83310841205578
13050,12164,0.932107279693487
10084,11174,1.10809202697342
13774,19764,1.43487730506752
11442,13798,1.20590805803181
14474,14444,0.997927317949427
10532,9754,0.926129889859476
15312,10928,0.713688610240334
12790,11010,0.860828772478499
14322,12588,0.878927524088814
11326,9388,0.828889281299664
17134,13886,0.810435391619003
15366,13120,0.853833138097097
9340,22922,2.4541755888651
12110,19612,1.61948802642444
11902,11684,0.981683750630146
18468,12692,0.687242798353909
17220,22500,1.30662020905923
16524,11998,0.726095376422174
14080,16132,1.14573863636364
16702,13260,0.793916896180098
15034,17640,1.17334042836238
17592,19634,1.11607548885857
12574,8734,0.694607921107046
13942,14740,1.05723712523311
14324,12124,0.846411616866797
16746,11590,0.692105577451332
10176,8280,0.813679245283019
13598,11796,0.867480511839976
15662,14466,0.923636827991317
12744,19556,1.5345260514752
10488,13992,1.33409610983982
13742,14353,1.04446223257168
13768,21612,1.56972690296339
12630,15086,1.1944576405384
9888,15198,1.5370145631068
10528,16862,1.60163373860182
15742,9552,0.606784398424597
10578,14554,1.37587445641898
13500,11172,0.827555555555556
13124,7246,0.552118256629077
16926,11344,0.670211508921186
11298,11258,0.996459550362896
11820,16856,1.42605752961083
14510,14836,1.02246726395589
13394,19686,1.46976258025982
10728,12424,1.15809097688292
14660,9422,0.642701227830832
14854,19252,1.29608186347112
16852,17458,1.03596012342749
13984,10170,0.727259725400458
13940,8922,0.640028694404591
17552,20118,1.14619416590702
10498,16736,1.59420842065155
18734,20158,1.0760115298388
10124,7996,0.789806400632161
11072,17646,1.59375
12358,14660,1.18627609645574
17698,22656,1.28014464911289
13996,11236,0.802800800228637
10262,19050,1.8563632820113
11532,11402,0.988727020464794
16342,18814,1.1512666748256
16598,16742,1.00867574406555
12876,15428,1.1981981981982
14546,16604,1.14148219441771
15634,12342,0.789433286427018
10124,6686,0.660410904780719
10816,14341,1.32590606508876
13158,7930,0.602675178598571
14588,16104,1.10392103098437
12096,11600,0.958994708994709
10638,12388,1.16450460612897
11182,9130,0.816490788767662
12994,11154,0.858396182853625
10092,1722,0.170630202140309
14348,17508,1.22023975466964
14202,6672,0.469792986903253
11262,14818,1.31575208666311
8266,13814,1.67118315993225
15298,8676,0.567132958556674
14104,11490,0.814662507090187
13108,8360,0.637778455904791
14482,15086,1.04170694655434
18426,12428,0.674481710626289
11744,8630,0.734843324250681
11036,12636,1.14498006524103
15876,17498,1.10216679264298
12356,19452,1.5742958886371
11284,12812,1.13541297412265
16756,19184,1.14490331821437
11230,10618,0.945503116651826
15308,15524,1.01411026914032
13528,8878,0.656268480189237
10682,11366,1.06403295263059
16858,10402,0.617036421876854
13370,11512,0.861032161555722
10522,12350,1.17373122980422
15346,17544,1.14322950606021
10200,3060,0.3
11418,9808,0.858994569977229
13014,16634,1.27816197940679
12184,12574,1.03200919238345
15806,17156,1.08541060356827
17624,18018,1.02235587834771
10122,2860,0.282552855166963
17924,16238,0.905936174960946
13038,16338,1.25310630464795
14192,11246,0.792418263810598
10824,13434,1.24113082039911
13348,15582,1.16736589751274
9950,13292,1.33587939698492
11426,15288,1.3380010502363
13948,8288,0.594207054774878
13500,12940,0.958518518518519
19050,12664,0.664776902887139
12188,7242,0.594191007548408
15658,14528,0.927832417933325
14770,9356,0.633446174678402
11932,11912,0.99832383506537
16048,13994,0.872008973080758
14416,15788,1.09517203107658
12024,17804,1.48070525615436
14874,18138,1.21944332392094
12410,19662,1.58436744560838
12632,16326,1.29243191893604
9946,14536,1.46149205710839
11406,10544,0.924425740838155
13354,15116,1.13194548449903
12522,8972,0.716498961827184
